isogroup122754_c0_g1	NLRP2 PAAD/DAPIN/Pyrin domain
isogroup73614_c0_g2	DHDH Dihydrodiol dehydrogenase (dimeric)
isogroup73646_c4_g1	TBC1D15 regulation of vesicle fusion
isogroup73655_c0_g1	MAP4K4 MAP kinase kinase kinase kinase activity
isogroup73607_c5_g1	KCTD10 protein homooligomerization
isogroup73607_c8_g1	NOC4L maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
isogroup73607_c8_g2	NOC4L maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
isogroup73665_c1_g1	Tlr11 Toll-like receptor
isogroup73638_c1_g1	ABHD17B regulation of protein localization to microtubule
isogroup73606_c0_g2	 cell-matrix adhesion
isogroup73637_c6_g4	HUWE1 ubiquitin-protein transferase activity
isogroup73618_c4_g1	 protein serine/threonine/tyrosine kinase activity
isogroup73618_c5_g1	kat7 acetyltransferase
isogroup73677_c0_g1	NEUROD2 negative regulation of synapse maturation
isogroup73677_c0_g3	 sodium:proton antiporter activity
isogroup73648_c3_g1	ARID3A positive regulation of transcription by RNA polymerase II
isogroup73676_c1_g1	 GPCR-chaperone
isogroup73605_c2_g1	GTF3C3 regulation of transcription by RNA polymerase III
isogroup73605_c5_g1	 Belongs to the nucleosome assembly protein (NAP) family
isogroup73605_c5_g3	 Belongs to the nucleosome assembly protein (NAP) family
isogroup73605_c6_g1	SPTBN2 spectrin, beta
isogroup73681_c0_g2	SMG6 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
isogroup73681_c0_g7	MRPL40 ribosomal protein L40
isogroup73625_c6_g2	 Threonine dehydratase
isogroup73690_c4_g1	GPN1 GPN-loop GTPase 1
isogroup73695_c0_g1	 HAD-hyrolase-like
isogroup73621_c0_g1	 IPT/TIG domain
isogroup73635_c0_g1	NCF2 factor 2
isogroup73661_c1_g2	 helix loop helix domain
isogroup73683_c0_g1	 Filamin C, gamma
isogroup73649_c2_g1	LRP2 alpha-2 macroglobulin receptor activity
isogroup73624_c0_g2	MRPL46 hydrolase activity
isogroup73616_c1_g1	CAP1 adenylate cyclase binding
isogroup73616_c2_g1	DMTF1 RNA polymerase II transcription regulator recruiting activity
isogroup73687_c6_g1	VPS37A Vacuolar Protein
isogroup73604_c0_g1	 Belongs to the mitochondrial carrier (TC 2.A.29) family
isogroup73670_c0_g1	AP5Z1 protein complex 5, zeta 1 subunit
isogroup73670_c0_g2	AP5Z1 protein complex 5, zeta 1 subunit
isogroup73686_c1_g2	 SRP-dependent cotranslational protein targeting to membrane, translocation
isogroup73686_c1_g6	ECH1 Belongs to the enoyl-CoA hydratase isomerase family
isogroup73686_c1_g1	ECH1 Belongs to the enoyl-CoA hydratase isomerase family
isogroup73674_c1_g1	DDX17 pri-miRNA transcription by RNA polymerase II
isogroup73627_c0_g1	C11orf30 regulation of nucleic acid-templated transcription
isogroup73653_c1_g2	PPME1 Protein phosphatase methylesterase 1
isogroup73104_c1_g1	AP3D1 protein complex 3, delta 1 subunit
isogroup73148_c2_g1	 Beta2-adaptin appendage, C-terminal sub-domain
isogroup73188_c2_g1	COPE The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
isogroup73188_c2_g2	COPE The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
isogroup73123_c1_g1	SMPD4 sphingomyelin phosphodiesterase D activity
isogroup73123_c1_g2	SMPD4 sphingomyelin phosphodiesterase D activity
isogroup73129_c7_g1	IKBKAP Elongator complex protein 1
isogroup73163_c0_g1	EIF2B5 translation initiation factor activity
isogroup73125_c7_g1	eIF3-S4 RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA
isogroup73136_c3_g1	LRP2BP Sel1-like repeats.
isogroup73102_c0_g1	TBC1D10B TBC1 domain family member
isogroup73102_c1_g1	HECTD4 guanyl-nucleotide exchange factor activity
isogroup73110_c0_g1	TNC mesenchymal-epithelial cell signaling involved in prostate gland development
isogroup73149_c1_g1	 protein-containing complex scaffold activity
isogroup73161_c1_g1	BBS4 Bardet-Biedl syndrome 4
isogroup73161_c1_g2	CCDC94 Coiled-coil domain containing 94
isogroup73154_c1_g1	DDX55 RNA secondary structure unwinding
isogroup73150_c0_g2	 gamma-aminobutyric acid type B receptor subunit
isogroup73150_c0_g5	 gamma-aminobutyric acid type B receptor subunit
isogroup73174_c1_g2	 Zinc ion binding
isogroup73180_c2_g1	 positive regulation of TOR signaling
isogroup73180_c2_g2	AATF Apoptosis antagonizing transcription factor
isogroup73146_c3_g4	 actin filament capping
isogroup73124_c1_g1	CCDC47 ER overload response
isogroup73194_c1_g1	YBX2 CRD-mediated mRNA stabilization
isogroup73165_c6_g2	RPL38 90S preribosome assembly
isogroup73165_c6_g3	RPL38 90S preribosome assembly
isogroup73165_c8_g1	CTR9 Paf1 RNA polymerase II complex component
isogroup73191_c2_g1	SCYL1 N-terminal kinase-like protein
isogroup73116_c0_g2	 transposition, RNA-mediated
isogroup73116_c0_g5	 transposition, RNA-mediated
isogroup73171_c1_g1	LRRC58 Leucine rich repeat
isogroup73171_c2_g2	COPS3 protein deneddylation
isogroup73164_c6_g1	 SID1 transmembrane family member
isogroup73100_c0_g1	EFHB family member
isogroup73100_c0_g2	EFHB family member
isogroup73115_c2_g1	WASF1 Wiskott-Aldrich syndrome protein family member
isogroup73120_c1_g6	 K02A2.6-like
isogroup73181_c1_g1	DNAJA1 homolog, subfamily A, member
isogroup73181_c1_g2	Droj2 unfolded protein binding. It is involved in the biological process described with
isogroup73151_c1_g2	 ATP-dependent 5'-3' RNA helicase activity
isogroup73144_c1_g1	 Fibronectin type 3 domain
isogroup73144_c1_g4	 Fibronectin type 3 domain
isogroup73153_c2_g1	ZNF830 preantral ovarian follicle growth
isogroup73131_c2_g1	 neurotransmitter receptor transport postsynaptic membrane to endosome
isogroup73128_c1_g2	RNF150 metal ion binding
isogroup73189_c0_g1	 PiggyBac transposable element-derived protein 4-like
isogroup73189_c0_g3	PGBD5 PiggyBac transposable
isogroup73189_c0_g2	 PiggyBac transposable element-derived protein 4-like
isogroup73143_c0_g1	PSMD4 Protein of unknown function (DUF1631)
isogroup73143_c0_g5	PSMD4 proteasome assembly
isogroup73168_c0_g1	GSPT1 regulation of response to stimulus
isogroup73126_c1_g2	PDS5A Sister chromatid cohesion protein PDS5 homolog
isogroup73178_c1_g1	EXOSC6 polyadenylation-dependent snoRNA 3'-end processing
isogroup73178_c2_g1	 peptide-O-fucosyltransferase activity
isogroup73186_c1_g1	TTLL1 sperm flagellum movement
isogroup73186_c2_g2	MAP2K5 Mitogen-activated protein kinase kinase 5
isogroup73101_c3_g1	Rab1 GTP binding. It is involved in the biological process described with
isogroup73198_c1_g1	BMPR1B Bone morphogenetic protein receptor
isogroup73170_c3_g1	 SUMO binding
isogroup73107_c7_g1	EXOSC2 Exosome complex component
isogroup73190_c2_g2	CHST14 N-acetylgalactosamine 4-O-sulfotransferase activity
isogroup73190_c2_g1	CHST14 N-acetylgalactosamine 4-O-sulfotransferase activity
isogroup73190_c4_g1	SECISBP2L Selenocysteine insertion sequence-binding protein
isogroup73122_c1_g1	ANO4 intracellular chloride channel activity
isogroup73158_c1_g1	MKS1 smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation
isogroup73184_c8_g1	PTPRF Protein tyrosine phosphatase, receptor type F
isogroup73133_c2_g1	RpL10 embryonic brain development
isogroup73133_c3_g3	RPA3 mismatch repair
isogroup73193_c0_g2	SMG9 SMG9 nonsense mediated mRNA decay factor
isogroup73167_c1_g2	 phospholipid scrambling
isogroup73167_c1_g3	 phospholipid scrambling
isogroup73167_c2_g1	 phospholipid scrambling
isogroup73167_c2_g2	PLSCR1 phospholipid scramblase activity
isogroup73167_c2_g3	 phospholipid scrambling
isogroup73173_c3_g1	DYSF plasma membrane repair
isogroup73173_c4_g1	DYSF plasma membrane repair
isogroup73173_c4_g2	DYSF plasma membrane repair
isogroup73173_c5_g1	DYSF plasma membrane repair
isogroup73135_c1_g1	GNL3 positive regulation of protein localization to chromosome, telomeric region
isogroup73113_c7_g1	 Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
isogroup73176_c0_g1	 binding. It is involved in the biological process described with DNA
isogroup73112_c3_g1	 Ulp1 protease family, C-terminal catalytic domain
isogroup73112_c4_g1	RBM26 mRNA processing
isogroup73152_c1_g3	JUN cellular response to potassium ion starvation
isogroup73152_c2_g2	IFT20 opsin transport
isogroup73152_c3_g1	CLOCK response to redox state
isogroup73166_c0_g1	TBCCD1 TBCC domain-containing protein 1
isogroup73108_c0_g1	KLF7 Krueppel-like factor
isogroup73108_c1_g1	ERP44 endoplasmic reticulum
isogroup73145_c2_g2	DHX29 ATP-dependent RNA helicase activity
isogroup73114_c0_g2	MKNK1 calcium-dependent protein serine/threonine kinase activity
isogroup73114_c1_g1	HID1 HID1 domain containing
isogroup73118_c2_g3	CDK12 phosphorylation of RNA polymerase II C-terminal domain
isogroup73185_c1_g1	FBXO4 common myeloid progenitor cell proliferation
isogroup73105_c0_g2	 activation of NF-kappaB-inducing kinase activity
isogroup73119_c0_g1	 NAD(P)H-binding
isogroup73138_c0_g1	CENPC attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation
isogroup73162_c0_g4	 Mucin 4, cell surface associated
isogroup73106_c0_g1	 transposition, RNA-mediated
isogroup73106_c1_g2	KIFC1 microtubule motor activity
isogroup73106_c1_g3	 microtubule motor activity
isogroup73187_c1_g1	 activation of NF-kappaB-inducing kinase activity
isogroup73137_c0_g1	NDNL2 renal sodium ion absorption
isogroup30417_c0_g1	 Subtilase family
isogroup30431_c0_g1	COA7 Sel1-like repeats.
isogroup30436_c0_g1	CCDC81 Domain of unknown function (DUF4496)
isogroup30487_c0_g1	STAM intracellular protein transport
isogroup38003_c0_g1	ADGB calcium-dependent cysteine-type endopeptidase activity
isogroup38022_c0_g1	TEX261 testis expressed 261
isogroup38045_c0_g1	HECW1 ubiquitin-protein transferase activity
isogroup38020_c0_g1	 integrin-mediated signaling pathway
isogroup38094_c0_g1	AMFR BAT3 complex binding
isogroup38096_c0_g1	CTBS chitinase activity
isogroup75385_c0_g5	CCZ1 vesicle-mediated transport
isogroup75356_c2_g1	 zinc ion binding
isogroup75356_c2_g3	 zinc ion binding
isogroup75312_c0_g1	KATNAL1 Catalytic subunit of a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation
isogroup75358_c4_g1	HSDL1 Inactive hydroxysteroid dehydrogenase-like protein 1
isogroup75335_c0_g1	DCTD dCMP deaminase activity
isogroup75335_c0_g3	LRRC20 leucine rich repeat containing 20
isogroup75335_c0_g4	LRRC20 leucine rich repeat containing 20
isogroup75335_c0_g5	DCTD dCMP deaminase activity
isogroup75368_c0_g1	YAP1 Yes-associated protein 1
isogroup75349_c1_g2	 midbrain morphogenesis
isogroup75383_c1_g1	 Tyrosine kinase, catalytic domain
isogroup75372_c2_g1	PIN1 Peptidyl-prolyl cis-trans isomerase
isogroup75328_c1_g1	 meprin and TRAF homology
isogroup75300_c0_g1	MYLK myosin light chain kinase
isogroup75327_c2_g1	WDFY2 WD repeat and FYVE
isogroup75327_c2_g3	 Mucin 4, cell surface associated
isogroup75327_c5_g1	Nlrp10 NACHT domain
isogroup75348_c1_g2	 alcohol dehydrogenase (NADP+) activity
isogroup75397_c3_g1	 Belongs to the protein kinase superfamily. Tyr protein kinase family
isogroup75397_c3_g2	 Tyrosine kinase, catalytic domain
isogroup75315_c0_g1	 alpha-galactosidase activity
isogroup75374_c0_g1	LSM8 LSM8 homolog, U6 small nuclear RNA associated
isogroup75374_c0_g2	USP22 ubiquitin-like protein-specific protease activity
isogroup75386_c7_g1	HERC2 SUMO binding
isogroup75386_c11_g1	 MATH domain
isogroup75347_c4_g4	KCNT2 intracellular sodium activated potassium channel activity
isogroup75347_c4_g7	PDCD11 maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
isogroup75343_c0_g1	NCAPD2 meiotic chromosome condensation
isogroup75343_c0_g2	NCAPD2 meiotic chromosome condensation
isogroup75396_c1_g1	HTATSF1 RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
isogroup75361_c2_g1	ULK3 Unc-51-like kinase 3 (C. elegans)
isogroup75314_c0_g2	STXBP4 Domain with 2 conserved Trp (W) residues
isogroup75316_c1_g1	Aps hydrolase activity
isogroup75378_c3_g1	 cytoskeleton organization
isogroup75338_c0_g1	 DNA binding
isogroup75339_c0_g1	SLC4A1AP Solute carrier family 4 (anion exchanger), member 1, adaptor protein
isogroup75382_c0_g2	 Sodium- and chloride-dependent GABA transporter
isogroup75354_c1_g1	Ts Thymidylate synthase activity. It is involved in the biological process described with dTMP biosynthetic process
isogroup75384_c1_g1	TTC17 actin filament polymerization
isogroup75321_c0_g1	ROR1 transmembrane receptor protein tyrosine kinase activity
isogroup75362_c11_g1	TMEM135 peroxisome organization
isogroup75362_c11_g2	TMEM135 peroxisome organization
isogroup75367_c2_g2	SREK1 RNA splicing
isogroup75357_c0_g1	 betaine-homocysteine S-methyltransferase activity
isogroup75357_c0_g3	 betaine-homocysteine S-methyltransferase activity
isogroup75324_c0_g1	RASGRP1 diacylglycerol binding
isogroup75337_c1_g2	NCDN neurochondrin
isogroup75333_c1_g1	 Cyclic nucleotide-monophosphate binding domain
isogroup75333_c1_g2	NECAP1 endocytosis
isogroup75350_c4_g1	 protein tyrosine phosphatase activity
isogroup75369_c0_g3	 zinc ion binding
isogroup75375_c0_g1	 solute carrier family 30 (zinc transporter), member
isogroup75394_c2_g1	 activation of NF-kappaB-inducing kinase activity
isogroup75329_c0_g1	CPD serine-type carboxypeptidase activity
isogroup75329_c0_g2	 metallocarboxypeptidase activity
isogroup75364_c3_g1	SART3 regulation of histone deubiquitination
isogroup75364_c3_g2	ELAC1 3'-tRNA processing endoribonuclease activity
isogroup75393_c0_g1	nrd-1 RNA binding
isogroup75392_c1_g1	ARPC1B Arp2/3 complex-mediated actin nucleation
isogroup75392_c1_g2	ARPC1B Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
isogroup75392_c1_g5	ARPC1B Arp2/3 complex-mediated actin nucleation
isogroup75392_c1_g9	ARPC1B Arp2/3 complex-mediated actin nucleation
isogroup75380_c0_g2	RpL3 ribosomal large subunit assembly
isogroup75380_c0_g3	RpL3 ribosomal large subunit assembly
isogroup75380_c0_g4	RpL3 ribosomal large subunit assembly
isogroup75342_c0_g1	 Caspase domain
isogroup75326_c0_g1	SYTL5 calcium ion-regulated exocytosis of neurotransmitter
isogroup75351_c6_g2	 Galactose oxidase, central domain
isogroup75308_c4_g1	ACY1 Aminoacylase 1
isogroup75379_c0_g2	 BPG-independent PGAM N-terminus (iPGM_N)
isogroup75379_c0_g3	 BPG-independent PGAM N-terminus (iPGM_N)
isogroup75371_c0_g1	HNRNPLL mRNA CDS binding
isogroup75371_c0_g3	HNRNPLL mRNA CDS binding
isogroup75365_c0_g1	NCAPG2 inner cell mass cell proliferation
isogroup75365_c0_g2	NCAPG2 inner cell mass cell proliferation
isogroup75313_c0_g2	SIK3 negative regulation of triglyceride biosynthetic process
isogroup75390_c2_g1	cct-1 translocation of peptides or proteins into other organism involved in symbiotic interaction
isogroup75390_c3_g2	FBXW7 F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase
isogroup75381_c0_g1	SIRT1 negative regulation of cellular response to testosterone stimulus
isogroup75381_c0_g2	BLOC1S2 Biogenesis of lysosome-related organelles
isogroup75322_c0_g1	LGMN cysteine-type peptidase activity
isogroup75344_c3_g1	YWHAG insulin-like growth factor receptor binding
isogroup75344_c4_g1	 F-box only protein
isogroup75387_c14_g1	 Baculoviral inhibition of apoptosis protein repeat
isogroup75304_c0_g2	SH3D19 positive regulation of membrane protein ectodomain proteolysis
isogroup75352_c0_g1	PSMD13 26S proteasome non-ATPase regulatory subunit 13
isogroup75319_c0_g1	 gamma-aminobutyric acid type B receptor subunit
isogroup75341_c0_g1	COPS6 Cop9 signalosome
isogroup75341_c1_g1	SLC30A9 cellular zinc ion homeostasis
isogroup75323_c1_g1	MGAT5 alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity
isogroup41075_c0_g1	GCAT 2-amino-3-ketobutyrate coenzyme a ligase
isogroup41070_c0_g1	 alpha-ketoacid dehydrogenase activity
isogroup41081_c0_g1	mbt P21-Rho-binding domain
